,Image,Accuracy,F1,Jaccard,Recall,Precision
42,girl-black-and-white-light-ptofile-611233_0,0.9908599853515625,0.9891224406410315,0.9784789774819685,0.993823781633733,0.9844653701561596
43,girl-black-dress-portrait-hair-157606_0,0.9919090270996094,0.9940726540034038,0.9882151608261056,0.998091988596826,0.9900855614377885
44,girl-dreaming-pretty-nice-40549_0,0.9384574890136719,0.9238582034255078,0.8584911452805529,0.996913737433411,0.8607788644198973
45,girl-eyes-makeup-sexy-60883_0,0.8094406127929688,0.7939208422372751,0.6582659497325178,0.6615424807843029,0.992532079052688
46,girl-indian-dance-red-163324_0,0.9920654296875,0.9902004202512085,0.9805910401522857,0.9942758203080649,0.9861582928248344
47,girl-lake-dress-white-160598_0,0.9970932006835938,0.9971796997601634,0.9943752629675285,0.9980588710334659,0.9963020760145255
48,girl-lavender-cos-flowers-160555_0,0.9583358764648438,0.9283088717935253,0.8662093464812887,0.886438850724565,0.9743303571428571
49,girl-long-hair-white-beauty_0,0.9842681884765625,0.9884208043666258,0.9771066947929389,0.9951434628975265,0.9817883657498564
50,girl-march-snow-white-forest-160639_0,0.9864540100097656,0.9883503872815493,0.9769690759093032,0.9895938035830426,0.9871100917431193
51,girl-peasant-woman-tradition-water-157885_0,0.9865837097167969,0.9842955315719204,0.969076697176721,0.9829042297985428,0.9856907777062317
52,girl-rabbit-friendship-love-160933_0,0.9500312805175781,0.9628408758875608,0.9283444107108668,0.998194255733385,0.9299060811625333
53,girl-water-flowers-beauty-160673_0,0.9905548095703125,0.9856395503949703,0.9716857067709584,0.9974995304282495,0.9740582800284293
54,girls-woman-female-beautiful-39653_0,0.9981575012207031,0.9983727676089791,0.9967508223850174,0.9975896800603253,0.9991570855389595
55,grandpa-old-shepherd-buffalo-46152_0,0.9788093566894531,0.9030456409808884,0.8232299124900557,0.9932808600499136,0.82784
56,healthy-person-woman-sport_0,0.9868659973144531,0.9832479430926351,0.9670479016126716,0.9908798493704154,0.9757327024286611
57,hot-chocolate-winter-chocolate-hot_0,0.6325950622558594,0.49457648287407047,0.3285297972614964,0.3290873157207405,0.9948697377865979
58,human-man-face-fog_0,0.9897956848144531,0.9922122688062792,0.9845448977941091,0.9982016706304111,0.9862943134133989
59,ingrid-bergman-star-movie-actress-53492_0,0.9499931335449219,0.9726343389049978,0.9467265412281058,0.9988637630452866,0.9477471979821404
60,kid-enjoy-sun-set-157878_0,0.9950141906738281,0.9893949352093019,0.9790124448012846,0.9895796136990749,0.9892103256372398
61,kids-children-girls-hiding-50574_0,0.9942588806152344,0.9882789074851442,0.9768293997197974,0.9922276956759716,0.9843614248479583
62,landscape-nature-man-person_0,0.9793014526367188,0.9551829520112332,0.9142107260308626,0.9859832207898507,0.9262486784352674
63,laptop-eyes-technology-computer_0,0.9697990417480469,0.9808445619799517,0.9624091923460425,0.9680767228492145,0.993953689083295
64,man-hands-photographer-cameras_0,0.8082084655761719,0.852318022799839,0.7426430315470492,0.9998001529863346,0.7427532893052783
